,id,publish_time,title,channelId,channelTitle,,dimension,definition,caption,licensedContent,viewCount,likeCount,commentCount,favoriteCount,categoryId,category,tags
52,Hb449LzAG9k,2022-12-06T13:00:09Z,"Home Alone| Moving into my New Apartment, Paris vlog, BLACKPINK Concert!",UCSGoIq_tVESqNYF1Re-zn1Q,HJ Evelyn,,2d,hd,FALSE,TRUE,733735,45048,1636,0,17,Sports,"['hjevelyn', 'Evelyn ha', 'Emily ha', 'erica ha', 'korean siblings', 'korean sisters', 'siblings', 'hjevelyn room tour', 'hjevelyn speaking in korean', 'hjevelyn nyc', 'nyc', 'New York city', 'blackpink', 'kpop', 'BTS', '24 hour challenges', 'Michelle choi', 'living alone diaries', 'nyc vlog', 'home alone', 'Nicole laeno', 'I live alone vlog', 'nyc apartment tour']"
53,mgx-XT_2H0k,2022-12-06T18:00:26Z,GUESS WHAT I GOT - Episode 3 - Minecraft Modded (Vault Hunters),UCZ9x-z3iOnIbJxVpm1rsu2A,iskall85,,2d,hd,FALSE,TRUE,318623,18706,812,0,17,Sports,"['minecraft', 'modded minecraft', 'minecraft mods 2022', 'best minecraft mod 2022', 'vault hunters', 'vaulthunters', 'vault hunters modpack', 'iskall modded minecraft', 'modded minecraft lets play', 'modded minecraft 2022', 'iskall85', 'vault hunters tutorial', 'minecraft mods', 'modded base minecraft', 'vault hunters mod', 'iskall mod', 'minecraft base', 'vault hunters 1.18', 'vodskall85', 'minecraft farms', 'vault hunter farms', 'automation minecraft', 'minecraft automation farms']"
54,qJt480wjCjk,2022-12-06T20:59:53Z,Generation Loss: The Social Experiments Official Teaser,UCIXoKTsxY1tJwRk8LTpWk0g,Generation Loss,,2d,hd,FALSE,FALSE,219362,35108,2470,0,17,Sports,"['generation loss', 'genloss', 'ranboo horror', 'generationloss', 'ranboo']"
55,I3gvvJ8JHs4,2022-12-06T14:00:08Z,ELDEN RING | Free Colosseum Update trailer,UCETrNUjuH4EoRdZNFx9EI-A,BANDAI NAMCO Europe,,2d,hd,FALSE,TRUE,583921,20560,2267,0,20,Gaming,
56,agE-bB9y8JE,2022-12-06T00:00:41Z,Shadow The Hedgehog - The Search for yet Another Ending,UC8kCtPyCPg50n3XjmjRraGw,Lythero,,2d,hd,FALSE,TRUE,687908,45975,1806,0,20,Gaming,"['Lythero', 'Smash', 'Marvel vs Capcom', 'Mario Kart']"
57,4IfDVg7gxiY,2022-12-07T00:05:13Z,"RAREST EMOTE IS BACK! Fortnite Item Shop Update [December 6th, 2022] (Fortnite Battle Royale)",UCIZP6nCTyU9VV0zIhY7q1Aw,I Talk,,2d,hd,FALSE,TRUE,151882,5114,1628,0,20,Gaming,"['italk', 'italkfortnite', 'chapter 3', 'chapter 3 news', 'fortnite item shop', 'fortnite battle royale', 'fortnite chapter 3']"
58,eLLv0Xf-9S0,2022-12-06T20:34:42Z,Viewers Pick Dan's Outfits,UCGjylN-4QCpn8XJ1uY-UOgA,Daniel Howell,,2d,hd,TRUE,TRUE,197792,30068,1567,0,20,Gaming,"['dan and phil', 'dan howell', 'phil lester', 'real', 'talk', 'dystopia', 'daily', 'amazingphil', 'danisnotonfire', 'phil', 'dan', 'comedy', 'talkshow', 'interview', '2022', 'gaming channel', 'reveal', 'something we want to tell you', 'youtube', 'daniel', 'daniel howell', 'british', 'youtubers', 'best', 'game', 'chat', 'spill', 'fashion', 'viewers', 'pick', 'my', 'outfits', 'challenge', 'costume', 'clothes', 'tag']"
59,uOSnQM1Zu4w,2022-12-06T14:00:31Z,What Is A Black Start Of The Power Grid?,UCMOqf8ab-42UUQIdVoKwjlQ,Practical Engineering,,2d,hd,TRUE,TRUE,528948,26759,1362,0,20,Gaming,
60,TB-6c1VzCa0,2022-12-06T18:03:50Z,I'M NOW A HERMIT!?.. | Empires SMP x Hermitcraft | #24,UC6XAct-Bus4x3mYz3VC_HUw,Solidarity,,2d,hd,FALSE,TRUE,182724,13545,788,0,20,Gaming,"['empires smp', 'empires smp rift', 'empires smp multiverse', 'empires smp hermitcraft', 'hermitcraft empires smp', 'empires smp x hermitcraft', 'empires smp crossover', 'hermitcraft crossover', 'minecraft empires smp', 'solidaritygaming', 'smajor', 'ldshadowlady', 'smallishbeans', 'katherineelizabeth', 'fwhip', 'mythicalsausage', 'falsesymmetry', 'geminitay', 'pixlriffs', 'joeygraceffa', 'shubble', 'minecraft 1.19 empires smp', 'empires smp s2 episode 24', 'empires smp s2 #24', 'empires smp s2 ep 24', 'empires smp on hermitcraft']"
61,EMr5VfYvazE,2022-12-06T23:24:48Z,Ramattra is the MOST FUN Tank HANDS DOWN in Overwatch 2!!!,UCulXXKKrC3LjQpxGNPNMFPA,Flats,,2d,hd,FALSE,TRUE,339316,9637,967,0,20,Gaming,"['Flats', 'Flats Overwatch', 'FlatsOW', 'Flats_OW', 'flats bronzes', 'overwatch', 'Overwatch streamer', 'Florida mayhem Flats', 'overwatch 2', 'Overwatch 2', 'flats', 'florida mayhem flats', 'Overwatch', 'rammattra', 'ramattra', 'rammatra', 'flats overwatch 2', 'overwatch 2 flats', 'flats ramattra', 'ramattra overwatch 2']"
62,vLN3p6KAOuM,2022-12-07T03:00:46Z,Wanderer Is INCREDIBLE... But Needs Help! 4★ Weapon C0 Wanderer Showcase (Genshin Impact),UC8BTtymnCZ7jTvt09cjPMwQ,Gacha Gamer,,2d,hd,TRUE,TRUE,303807,11052,1298,0,20,Gaming,"['genshin impact', 'genshin', 'genshin wanderer', 'genshin scaramouche', 'wanderer genshin impact', 'scaramouche genshin impact', 'genshin impact wanderer guide', 'wanderer showcase', 'c0 wanderer', 'c0 wanderer showcase', 'wanderer', 'scaramouche', 'wanderer review', 'genshin impact wanderer gameplay', 'wanderer damage', 'is wanderer worth it', 'wanderer build', 'wanderer artifacts', 'wanderer weapons', 'wanderer dps', 'wanderer skills', 'wanderer best weapons', 'wanderer guide', 'wanderer best team']"
63,NZJY8LSh5Pg,2022-12-05T22:31:24Z,Nick Eh 30 reacts to Fortnite Chapter 4 GAMEPLAY!,UCt9nYeSz90lnOnaVFjxFJzw,Nick Eh 30,,2d,hd,FALSE,TRUE,763429,19516,1290,0,20,Gaming,"['fortnite', 'fortnite gameplay', 'fortnite battle royale', 'fortnite funny moments', 'fortnite new update', 'fortnite victory royale', 'Fortnite Item Shop', 'Fortnite funny', 'Fortnite tips', 'Fortnite Update', 'Fortnite How To Win', 'Fortnite how to play', 'Fortnite Victory Royale', 'Fortnite tournament', 'fortnite best moments', 'Fortnite event', 'Nick eh 30', 'FORTNITE new map', 'Fortnite live', 'Fortnite nick eh 30', 'fortnite new season', 'Fortnite Chapter 4', 'Fortnite Chapter 4 Season 1']"
64,0CTp1a-aCUM,2022-12-03T21:00:00Z,"100 Kids Vs 100 Adults For $500,000",UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,,2d,hd,TRUE,TRUE,50566879,2182258,75297,0,20,Gaming,
65,ugRxHHGk-WE,2022-12-05T16:06:58Z,Good Good Explanation | There’s Two Sides to Every Story,UCgUueMmSpcl-aCTt5CuCKQw,Grant Horvat Golf,,2d,hd,FALSE,FALSE,718367,29160,5519,0,17,Sports,
66,P_NEIbwvnqM,2022-12-05T23:00:12Z,"Internet Upset At Deion Sanders For Telling Colorado Players To Transfer, Misinterpreted Speech?",UCxcTeAKWJca6XyJ37_ZoKIQ,The Pat McAfee Show,,2d,hd,FALSE,TRUE,1014091,11568,2437,0,17,Sports,"['pat mcafee', 'podcast', 'sports', 'nfl', 'ncaa', 'football', 'for the brand', 'punter', 'kicker', 'pat mcafee show', 'american football', 'nfl news', 'pat mcafee clips', 'pat mcafee reacts', 'pat mcafee highlights', 'pat mcafee live', 'pat mcafee show live', 'pat mcafee podcast', 'the pat mcafee show', 'deion sanders press conference', 'deion sanders', 'deion sanders colorado', 'deion sanders highlights', 'deion sanders leaving jackson state', 'deion sanders colorado press conference', 'deion sanders meets colorado players']"
67,pL7hOU8cYkI,2022-12-05T21:31:35Z,Brazil vs. South Korea Highlights | 2022 FIFA World Cup | Round of 16,UCooTLkxcpnTNx6vfOovfBFA,FOX Soccer,,2d,hd,FALSE,TRUE,3219811,28465,3915,0,17,Sports,"['Paik Seung-Ho', 'Lucas Paquetá', 'Richarlison', 'brazil vs. south korea', 'brazil south korea highlights', 'neymar', 'neymar jr', 'Vinícius Júnior', 'fifa world cup', 'fox', 'fox sports', 'soccer', 'fox sports soccer', 'fox soccer', 'World Cup on FS1', 'World Cup on FOX', 'World Cup', 'World Cup Soccer', '2022 FIFA World Cup', 'FIFA', 'Qatar 2022', 'Qatar World Cup', 'World Cup Highlights', 'Highlights', 'FIFA World Cup Highlights', 'Brazil', 'Pele', 'South Korea']"
68,zPO2JY_EIyQ,2022-12-05T19:00:15Z,I got access to Ramattra EARLY!!,UCulXXKKrC3LjQpxGNPNMFPA,Flats,,2d,hd,FALSE,TRUE,878625,30197,3391,0,17,Sports,"['Flats', 'Flats Overwatch', 'FlatsOW', 'Flats_OW', 'flats bronzes', 'overwatch', 'Overwatch streamer', 'Florida mayhem Flats', 'overwatch 2', 'Overwatch 2', 'flats', 'florida mayhem flats', 'Overwatch', 'rammattra', 'ramattra', 'rammatra', 'flats overwatch 2', 'overwatch 2 flats', 'flats ramattra', 'ramattra flats', 'ramattra gameplay']"
69,8AmBytdl7BM,2022-12-05T01:13:19Z,The ULTIMATE SPICY Wings Challenge!! *DANGEROUS*,UCQCjPX6e8jI3ukAS-FijXjw,MindofRez,,2d,hd,FALSE,TRUE,1716988,102335,9407,0,17,Sports,"['Mindofrez', 'mind of rez', 'mindofrez fortnite', 'mindofrez prank', 'kaylen', 'mindofrez challenging', 'rez', 'faze kay', 'mindofrez jayden', 'jarvis', 'mindofrez kaylen', 'mindofrez squad', 'kaylen vs jarvis', 'faze sway', 'faze clan', 'kaylen the god', 'faze jarvis', 'mindofrez vlogs']"
70,ir_SGJ2m2e8,2022-12-05T19:43:03Z,Defending Deion Sanders,UCYHApapZYNwGcgJO7iMIaDw,Rickey Smiley,,2d,hd,FALSE,TRUE,190229,10797,3586,0,17,Sports,"['Rickey Smiley', 'Deion Sanders', 'Defending', 'Coach Prime', 'Jackson State University', 'College Football', 'Live', 'Colorado']"
71,1yXTUQZALFE,2022-12-04T17:45:41Z,"SIDEMEN $100,000 vs $100 CHRISTMAS SONG",UCDogdKl7t7NHzQ95aEwkdMw,Sidemen,,2d,hd,FALSE,TRUE,6381349,387434,9149,0,17,Sports,"['sidemen', 'sidemen sunday', '#sidemensunday']"
72,t3WqjIerGQo,2022-12-06T15:47:41Z,Elden Ring DLC 01 TRAILER Breakdown! Colosseum Update!,UCMjd7Sh1Dwf7mywMEDH4OqA,Ziostorm,,2d,hd,FALSE,TRUE,185681,6169,1254,0,17,Sports,"['elden ring', 'elden ring dlc', 'colosseum', 'colosseum update', 'elden ring dlc trailer', 'news', 'elden ring news', 'elden ring update', 'from software', 'bloodborne', 'bloodborne 2', 'dark souls', 'dark souls 2', 'dark souls 3', 'dark souls 4', 'elden beast', 'elden ring cut content', 'elden ring easter egg', 'elden ring gameplay', 'elden ring lore', 'elden ring secret boss', 'elden ring secrets', 'elden ring trailer', 'fromsoftware games', 'melina', 'miyazaki', 'playstation 5', 'ranni', 'ranni questline elden ring', 'soulsborne', 'pvp']"
73,Oh8b_P7_AuA,2022-12-05T14:00:19Z,A$AP Rocky - Shittin' Me (Official Video),UCHE7rAi1Fw1CBmQXFtvJmrw,LIVELOVEASAPVEVO,,2d,hd,FALSE,TRUE,1622375,134163,5600,0,17,Sports,"['asap rocky', 'a$ap rocky', 'asap mob', 'rocky', 'asap rocky music', 'asap rocky new music', 'asap rocky babushka', 'asap rocky babushka boi', 'asap rocky babushka boy', 'asap rocky rihanna', 'asap rocky peso', 'asap rocky fell in love with you', 'asap rocky dmb', 'asap rocky fashion killa', 'asap rocky shittin me', 'asap rocky shitting me', 'kendrick lamar', 'vince staples', 'drake', 'school boy', 'pusha', 'flatbush', 'A$AP Rocky', 'A$AP Worldwide/Polo Grounds Music/RCA Records', 'Rap']"
74,KehujfbRBts,2022-12-05T21:57:09Z,3 things i learned from 800 days of vlogging,UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,,2d,hd,FALSE,TRUE,927163,46868,2295,0,17,Sports,
75,i1oEHCKpE4U,2022-12-06T00:00:13Z,【TEASER】'XSOLEIL' VTuber Debut (09-10 Dec) | Special Debut Program on 09-10 Dec | NIJISANJI EN,UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI EN Official,,2d,hd,FALSE,TRUE,602025,55616,3623,0,24,Entertainment,"['にじさんじ', 'nijisanji', 'NIJISANJI EN', 'NIJISANJI English', 'LazuLight', 'envtuber', 'Vtuber', 'vtuber', 'virtual youtuber', 'anime', 'OBSYDIA', 'Ethyria', 'Luxiem', 'Noctyx', 'ILUNA', 'XSOLEIL', 'nijisanji en teaser', 'nijisanji en debut', 'vtuber debut']"
76,vmpLa0KvvwI,2022-12-06T06:35:26Z,MAX REACTS: Project L 2022 Update is CRAZY,UCOgaIuQYGr6ow_jbote4BKA,Maximilian Dood,,2d,hd,FALSE,TRUE,297606,18652,1805,0,24,Entertainment,"['maximilian', 'dood', 'online', 'ranked', 'matches', 'fighting', 'games', 'marvel', 'vs', 'capcom', '360', 'playstation', 'ps3', 'ps4', 'pc', 'killer', 'instinct', 'street', 'fighter', 'mortal', 'kombat', 'soul', 'calibur', 'guilty', 'gear', 'funny', 'injustice', 'anime', 'hype', 'rage', 'max', 'reaction', 'ps5', 'xbox', 'resident', 'evil', 'tekken', 'project l', 'league', 'of', 'legends', 'roster', 'characters', 'project L', 'league of fighters', 'project L reaction', 'project l gameplay']"
77,QMXRHu6viSk,2022-12-05T04:03:15Z,2022 YouTube Streamy Awards,UCyps-v4WNjWDnYRKmZ4BUGw,Airrack,,2d,hd,FALSE,TRUE,1828527,61662,3223,0,24,Entertainment,"['streamy awards', 'streamys', '2022 youtube streamy awards', 'streamies', 'stream awards']"
78,OzUVy-TO6KQ,2022-12-05T13:00:20Z,$800 Brakes vs $4700 Brakes,UCL6JmiMXKoXS6bpP1D3bk8g,Donut Media,,2d,hd,TRUE,TRUE,1560650,81089,6396,0,24,Entertainment,"['donut', 'donut media', 'cars', 'james pumphrey', 'up to speed', 'moneypit']"
79,gZOIWx9lhUM,2022-12-05T18:28:27Z,SZA - Blind (Live at SNL),UCKzhoblE_rPZbHtQKPVUp2A,SZAVEVO,,2d,hd,FALSE,TRUE,521515,45854,936,0,24,Entertainment,"['Blind', 'R&B', 'SZA', 'Top Dawg Entertainment/RCA Records', 'Sza', 'sza shirt', 'shirt tiktok', 'sza shirt full song', 'shirt official video', 'shirt sped up', 'hate', 'sza hate', 'lakeith stanfield', 'summer walker', 'ari lennox', 'tde', 'new sza', 'bloodstain sza', 'bloodstain on my shirt', 'bloodstain', 'sza ctrl', 'jhene aiko', 'syd', 'shirt official trailer', 'wonder if hate you', 'steve lacy', 'rnb 2022', 'rnb tiktok songs', 'her', 'ella mai', 'brent faiyaz', 'sza album 2022', 'psa', 'teaser']"
80,zgdR8rdYYKI,2022-12-05T20:04:05Z,JJ Redick Explains How The Lakers Are Winning (Spoiler: It's More Than Just Anthony Davis),UCbPY1Efha9VPRBYW2x1M16A,JJ Redick,,2d,hd,FALSE,TRUE,385231,4896,660,0,17,Sports,"['jj redick', 'jj redick youtube', 'jj redick youtube channel', 'the old man and the three', 'the old man and the three things', 'jj redick podcast', 'the los angeles lakers', 'the los angeles lakers youtube', 'anthony davis', 'lebron james', 'lebron lakers', 'anthony davis lakers', 'ad lakers', 'jj redick lakers', 'jj redick anthony davis', 'jj redick lebron james', 'lebron james youtube', 'anthony davis highlights', 'lebron james highlights', 'espn', 'first take', 'lakers first take', 'lakers espn']"
81,NHEE_-87mNE,2022-12-05T04:00:05Z,"Character Demo - ""Wanderer: Of Solitude Past and Present"" | Genshin Impact",UCiS882YPwZt1NfaM0gR0D9Q,Genshin Impact,,2d,hd,TRUE,FALSE,2942771,263415,11800,0,17,Sports,"['Amber', 'amber vtuber', 'genshi', 'genshi game', 'genshi impact', 'genshi video', 'genshin', 'genshin game', 'genshin impact', 'genshin impact 2020', 'genshin impact game', 'genshin impact good', 'genshin impact graphics', 'genshin impact introduction', 'genshin impact manga', 'genshin impact wiki', 'geshin', 'geshin game', 'Teyvat', 'yuanshen game', 'miHoYo China', 'miHoYo Japan', 'adventure story', 'open world game', 'anime style', 'MMORPG', 'anime games', 'mobile game', 'MMO PlayStation', 'yt:cc=on']"
82,jnpiRp1srP8,2022-12-06T02:24:20Z,Travis Hunter Decisions!!!,UCMUu7nPaq5CIh6ul361bDzw,Travis Hunter,,2d,hd,FALSE,TRUE,218409,4731,340,0,17,Sports,"['Deion sanders', 'Coach prime', 'Shilo sanders', 'Jackson state university', 'Jackson state football', 'Jackson Mississippi', 'Alabama state football', 'Shedeur sanders', 'ESPN', 'Overtime', 'First take', 'Stephen A Smith', 'Sports Center', 'Espn Game Day', 'College football', 'College Game Day', 'Football Highlights', 'terrellowens', 'halloffame', 'BCU', 'Travis Hunter', 'Deion Sanders Jr', 'Skip Bayless', 'Darius Sanders', 'travishuntertouchdown', 'alcorn state', 'travis hunter pick 6']"
83,XXYxZySYeFU,2022-12-04T08:00:11Z,Fortnite Chapter 4 Season 1 Launch Trailer,UClG8odDC8TS6Zpqk9CGVQiQ,Fortnite,,2d,hd,FALSE,TRUE,11288372,168297,14051,0,17,Sports,['yt:cc=on']
84,C1-YOtwvu7Y,2022-12-05T18:30:40Z,Amber Riley & Jennifer Hudson Sing ‘And I Am Telling You I’m Not Going’!,UCNgN5oEI2PyODSM6ZijidCg,Jennifer Hudson Show,,2d,hd,FALSE,TRUE,376985,12066,884,0,17,Sports,"['jennifer hudson', 'the jennifer hudson show', 'jhud', 'jhudson', 'jennifer', 'jeniferhudson', 'talk show', 'show', 'premiere', 'daytime', 'daytimetv', 'funny', 'entertainment', 'singing', 'jennifer hudson show', 'jennifer hudson singing', 'jhud show', 'jennifer hudson talk show', 'hilarious', 'hudson', 'amber riley', 'amber riley new', 'amber riley jennifer hudson', 'amber riley dreamgirls', 'dreamgirls', 'amber riley interview', 'glee', 'amber riley glee', 'amber riley sing', 'amber riley jhud', 'jhud singing', 'and i am telling you', 'vocals', 'christmas']"
85,bF1N6A6b5Lc,2022-12-05T14:00:13Z,SEC Shorts - Alabama tries to sneak on board the Playoffs,UCUOZvgB9Q8AgZjjLYcLWztQ,SEC Shorts,,2d,hd,TRUE,FALSE,442458,11653,1228,0,23,Comedy,
86,fDIC9CsomAY,2022-12-06T02:47:57Z,"Kirstie Alley, Emmy-winning ‘Cheers’ star, dies at 71",UCNSfJB-VQeHpv5ThtV1VtBA,KITV,,2d,hd,FALSE,TRUE,326098,1611,769,0,23,Comedy,
87,cZL5xfxpx9Y,2022-12-05T21:00:35Z,MOMMY AND SON SURPRISE DADDY WITH PREGNANCY ANNOUNCEMENT!,UCEgJCCqAuurk-tSvrIUs-pg,Riss & Quan,,2d,hd,FALSE,TRUE,501290,43754,2678,0,23,Comedy,"['were pregnant', 'pregnant', 'pregnancy announcement', 'telling my boyfriend im pregnant', 'baby', 'surprise', 'reaction', 'finding out im pregnant', 'family', 'love']"
88,KJYjWIiwzgo,2022-12-05T22:24:52Z,Pouring 50 Yards of Concrete for my Dream Shop Floor!!,UCBB0oz7Yo_35gnbPYGKGJTA,Diesel Creek,,2d,hd,FALSE,TRUE,452760,68867,3599,0,23,Comedy,"['concrete', 'pour', 'seamless', 'gutter', 'pump', 'fuscardo', 'radiant', 'heat', 'floor', 'shop', 'deamshop', 'slab']"
89,RuCHrfCT47A,2022-12-05T20:08:47Z,Fetty Wap's Unexpected Demise (Billboard #1 to 40 Years in Prison),UC-mP1nlk0qOutA08zuQHORA,Patrick Cc:,,2d,hd,FALSE,TRUE,406949,18459,1929,0,23,Comedy,"['patrickcc', 'patrickcctv', 'patrick cc', 'patrick Cc:', 'fetty wap trap queen', 'fetty wap yams', 'fetty wap 679', 'fetty wap prison sentence', 'fetty wap prison term', 'fetty wap arrested', 'fetty wap downfall', 'what happened to fetty wap', 'fetty wap documentary', 'fetty', 'fettywap gang', 'fettywap', 'fetty wap crimes', 'why did fetty wap fall off', 'why did fetty wap go to jail', 'why did fetty wap stop rapping', 'where are they now fetty wap', 'how big was fetty wap', 'why fetty wap fell off', 'how fetty wap fell off']"
90,tDFLtdCtwhc,2022-12-04T14:07:59Z,Hiker gets EATEN ALIVE... and lives,UCtPrkXdtCM5DACLufB9jbsA,MrBallen,,2d,hd,FALSE,TRUE,1687321,113760,11553,0,22,People & Blogs,"['strange', 'dark', 'mysterious', 'true', 'story', 'scary', 'scary story', 'horror story', 'disturbing', 'narration', 'narrator', 'storyteller', 'storytime', 'storytelling', 'solved mystery', 'true crime', 'oof', 'polar', 'polar bear', 'survive', 'survival', 'near death', 'brush with death', 'attacked', 'animal attack', 'arctic circle', 'arctic', 'apex predator', 'predator', 'canada', 'montreal', 'newfoundland', 'labrador', 'cold', 'hiking', 'camping', 'forest', 'woods', 'spooky', 'true story', 'jaws', 'adventure', 'remote', 'pristine', 'wilderness', 'backpacking', 'outdoorsman', 'maine', 'glacier', 'fjord', 'polar bears']"
91,tuufZ2qMrEE,2022-12-05T17:48:10Z,MOVING TO A NEW YORK PENTHOUSE ALONE AT 20,UC3K_V0FgEq_6SuA6X54z3GQ,Mai Pham,,2d,hd,FALSE,TRUE,752629,66488,9574,0,22,People & Blogs,"['relatable', 'cleaning clean my room at 2am', 'mai pham phammy vlog highschool']"
92,GHAF_G1Rst4,2022-12-03T23:34:04Z,NBA YoungBoy - This Not a Song “This For My Supporters”,UClW4jraMKz6Qj69lJf-tODA,YoungBoy Never Broke Again,,2d,hd,FALSE,FALSE,2619047,183618,18883,0,22,People & Blogs,
93,8T66hWdkmVs,2022-12-04T14:15:50Z,"Fortnite CHAPTER 4 is HERE! (New Map, Bikes, New Weapons)",UC_q5WZtFp36adwqhKpZzxwQ,SypherPK,,2d,hd,FALSE,TRUE,1575796,46044,2857,0,22,People & Blogs,"['fortnite', 'fortnite battle royale', 'competitive', 'gaming', 'highlights', 'gameplay', 'fortnite highlights', 'fortnite tips', 'stream highlights', 'how to play', 'fortnite gameplay', 'sypher', 'new update', 'fortnite chapter 2', 'sypherpk', 'fortnite update', 'fortnite new patch', 'fortnite new item', 'everything epic didnt tell you', 'fortnite new update', 'fortnite leaks', 'fortnite event', 'mr beast fortnite', 'undercover', 'fortnite chapter 4', 'fracture event']"
94,CEdwxT3Bhxg,2022-12-05T17:00:41Z,The Legend Of The Webkinz Killer,UCWyRlMktpKbfefqBQk8U6Nw,Izzzyzzz,,2d,hd,FALSE,TRUE,297545,24207,1468,0,22,People & Blogs,
95,HWPB8hQ4tdg,2022-12-05T09:00:10Z,Ho Ho Hog Rider! Merry Clashmas! (FREE TOWER SKIN) Clash Royale,UC_F8DoJf9MZogEOU51TpTbQ,Clash Royale,,2d,hd,TRUE,TRUE,1535393,47166,960,0,20,Gaming,"['Clash Royale', 'Clash Royale Game', 'Supercell', 'Supercell Game', 'Clash Royale Supercell', 'Mobile Game']"
96,9zNqyHAP9zc,2022-12-05T16:00:21Z,/dev: Gameplay Basics & Tag | dev diary - Project L,UCJEGvSZnQ1pkVfHO8s5G8hA,Riot Games,,2d,hd,TRUE,TRUE,899039,46984,3070,0,20,Gaming,"['Riot Games', 'Life at Riot', 'Riot Careers']"
97,QfebUvE8qxY,2022-12-04T10:20:59Z,Deion Sanders on Colorado’s Campus FOR THE FIRST TIME: Tours Football Facility & Stadium,UC_n7zvkh3y3PLBIUA1lHkjw,Well Off Media,,2d,hd,FALSE,TRUE,1797343,24841,7903,0,20,Gaming,
98,T-3rmYFQUmQ,2022-12-05T16:00:11Z,Therapist Reacts to UP and Grief,UCCYX4s1DCn51Hpf1peHS30Q,Cinema Therapy,,2d,hd,TRUE,TRUE,473025,35310,3243,0,20,Gaming,"['cinematherapy', 'cinema therapy', 'mental health', 'counseling', 'therapy', 'mental health therapy', 'Jonathan Decker', 'Alan Seawright']"
99,UFug2Wf3DcU,2022-12-05T13:15:53Z,Explosions hit military bases deep within Russian territory | DW News,UCknLrEdhRCp1aegoMqRaCZg,DW News,,2d,hd,FALSE,TRUE,2286774,23110,7955,0,20,Gaming,['DW News']
100,COntxzQBqPo,2022-12-05T01:20:28Z,SZA - SOS (Official Album Trailer),UCO5IQ70V7l-XpHW40HwaGsw,SZA,,2d,hd,FALSE,FALSE,604772,75196,2731,0,10,Music,"['Sza', 'sza shirt', 'shirt tiktok', 'sza shirt full song', 'shirt official video', 'shirt sped up', 'I hate u', 'sza I hate u', 'lakeith stanfield', 'summer walker', 'ari lennox', 'tde', 'new sza', 'bloodstain sza', 'bloodstain on my shirt', 'bloodstain', 'sza ctrl', 'jhene aiko', 'syd', 'shirt official trailer', 'wonder if I hate you', 'steve lacy', 'rnb 2022', 'rnb tiktok songs', 'her', 'ella mai', 'brent faiyaz', 'sza album 2022', 'psa', 'official teaser', 'SOS']"
101,79rkm_bQefw,2022-12-05T18:00:02Z,Gogeta Dances into DEATH BATTLE!,UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,,2d,hd,FALSE,TRUE,257165,13603,2652,0,10,Music,"['DEATH BATTLE', 'Rooster Teeth', 'RT', 'DBX', 'DEATH BATTLE Cast', 'screwattack', 'dragon ball', 'super', 'gt', 'xenoverse', 'heroes', 'gogeta', 'vegeito', 'fusion', 'dance', 'potara', 'earrings', 'goku', 'vegeta', 'gotenks', 'broly', 'janemba', 'buu', 'kefla', 'beerus', 'animation', 'fight', 'versus', 'ben singer', 'chad james']"
102,I6MVl2HsoBg,2022-12-05T21:28:07Z,30 SECRETS In Fortnite CHAPTER 4!,UCYn6CZe5UGIyPe9WJb0pTrg,Top5Gaming,,2d,hd,FALSE,TRUE,1476850,32126,1876,0,10,Music,"['fortnite chapter 4', '30 SECRETS In Fortnite CHAPTER 4!', 'fortnite', 'fortnite chapter 4 secrets', 'fortnite chapter 4 secret', 'chapter 4 fortnite secrets', 'fortnite new', 'new fortnite', 'fortnite new secrets', 'chapter 4 fortnite', 'fortnite chapter 4 easter eggs', 'easter eggs chapter 4', 'secrets fortnite chapter 4', 'fortnite secrets', 'secrets fortnite', 'fort', 'nite', 'battle royale', 'chapter 4', 'new', 'update', 'video']"
103,ocExPv9XZcE,2022-12-04T19:11:24Z,LEGO GAMES in REAL-LIFE...,UCUU3GdGuQshZFRGnxAPBf_w,TD BRICKS,,2d,hd,FALSE,TRUE,1511668,34365,2527,0,10,Music,"['lego', 'legos', 'lego set', 'lego minifig', 'lego minifigure', 'lego minifigs', 'lego meme', 'lego idea', 'lego ideas', 'lego how to', 'lego tutorial', 'lego tips', 'lego tricks', 'lego builder', 'lego building', 'lego city', 'lego tips and tricks', 'lego moc', 'lego house', 'lego creations', 'lego creation']"
104,lbFfZSSJKZk,2022-12-04T10:19:12Z,*NEW* CHAPTER 4 BATTLE PASS IN FORTNITE!,UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,,2d,hd,FALSE,TRUE,1234073,30689,1757,0,10,Music,"['fortnite battle royale', 'fortnite', 'lachlan', 'lachy', 'duos', 'new season', 'battle royal', 'lacy', 'laclan', 'epic games', 'gaming', 'esports', 'games', 'video games', 'poggies', 'battle royale', 'warzone', 'pubg', 'lachydachy', 'power', 'pwr', 'rocketleague', 'rlcs', 'fortniteupdate', 'update', 'battlepass', 'battle', 'pass']"
